,0.0,0.0175,0.0349,0.0524,0.0698,0.0873,0.1047,0.1222,0.1396,0.1571,0.1745,0.192,0.2094,0.2269,0.2443,0.2618,0.2793,0.2967,0.3142,0.3316,0.3491,0.3665,0.384,0.4014,0.4189,0.4363,0.4538,0.4712,0.4887,0.5061,0.5236,0.5411,0.5585,0.576,0.5934,0.6109,0.6283,0.6458,0.6632,0.6807,0.6981,0.7156,0.733,0.7505,0.7679,0.7854,0.8029,0.8203,0.8378,0.8552,0.8727,0.8901,0.9076,0.925,0.9425,0.9599,0.9774,0.9948,1.0123,1.0297,1.0472,1.0647,1.0821,1.0996,1.117,1.1345,1.1519,1.1694,1.1868,1.2043,1.2217,1.2392,1.2566,1.2741,1.2915,1.309,1.3265,1.3439,1.3614,1.3788,1.3963,1.4137,1.4312,1.4486,1.4661,1.4835,1.501,1.5184,1.5359,1.5533,1.5708,1.5882,1.6057,1.6232,1.6406,1.6581,1.6755,1.693,1.7104,1.7279,1.7453,1.7628,1.7802,1.7977,1.8151,1.8326,1.85,1.8675,1.885,1.9024,1.9199,1.9373,1.9548,1.9722,1.9897,2.0071,2.0246,2.042,2.0595,2.0769,2.0944,2.1118,2.1293,2.1468,2.1642,2.1817,2.1991,2.2166,2.234,2.2515,2.2689,2.2864,2.3038,2.3213,2.3387,2.3562,2.3736,2.3911,2.4086,2.426,2.4435,2.4609,2.4784,2.4958,2.5133,2.5307,2.5482,2.5656,2.5831,2.6005,2.618,2.6354,2.6529,2.6704,2.6878,2.7053,2.7227,2.7402,2.7576,2.7751,2.7925,2.81,2.8274,2.8449,2.8623,2.8798,2.8972,2.9147,2.9322,2.9496,2.9671,2.9845,3.002,3.0194,3.0369,3.0543,3.0718,3.0892,3.1067,3.1241,3.1416,3.159,3.1765,3.194,3.2114,3.2289,3.2463,3.2638,3.2812,3.2987,3.3161,3.3336,3.351,3.3685,3.3859,3.4034,3.4208,3.4383,3.4558,3.4732,3.4907,3.5081,3.5256,3.543,3.5605,3.5779,3.5954,3.6128,3.6303,3.6477,3.6652,3.6826,3.7001,3.7176,3.735,3.7525,3.7699,3.7874,3.8048,3.8223,3.8397,3.8572,3.8746,3.8921,3.9095,3.927,3.9444,3.9619,3.9794,3.9968,4.0143,4.0317,4.0492,4.0666,4.0841,4.1015,4.119,4.1364,4.1539,4.1713,4.1888,4.2062,4.2237,4.2412,4.2586,4.2761,4.2935,4.311,4.3284,4.3459,4.3633,4.3808,4.3982,4.4157,4.4331,4.4506,4.468,4.4855,4.5029,4.5204,4.5379,4.5553,4.5728,4.5902,4.6077,4.6251,4.6426,4.66,4.6775,4.6949,4.7124,4.7298,4.7473,4.7647,4.7822,4.7997,4.8171,4.8346,4.852,4.8695,4.8869,4.9044,4.9218,4.9393,4.9567,4.9742,4.9916,5.0091,5.0265,5.044,5.0615,5.0789,5.0964,5.1138,5.1313,5.1487,5.1662,5.1836,5.2011,5.2185,5.236,5.2534,5.2709,5.2883,5.3058,5.3233,5.3407,5.3582,5.3756,5.3931,5.4105,5.428,5.4454,5.4629,5.4803,5.4978,5.5152,5.5327,5.5501,5.5676,5.5851,5.6025,5.62,5.6374,5.6549,5.6723,5.6898,5.7072,5.7247,5.7421,5.7596,5.777,5.7945,5.8119,5.8294,5.8469,5.8643,5.8818,5.8992,5.9167,5.9341,5.9516,5.969,5.9865,6.0039,6.0214,6.0388,6.0563,6.0737,6.0912,6.1087,6.1261,6.1436,6.161,6.1785,6.1959,6.2134,6.2308,6.2483,6.2657
0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0964_12.8661,0.8413_12.8228,0.9659_12.8048,0.9639_12.7989,0.9149_12.7963,0.8433_12.7939,0.7591_12.7902,0.6671_12.7842,0.5699_12.7757,0.4692_12.7642,0.3661_12.7497,0.2611_12.7319,0.1549_12.7108,0.0478_12.6863,-0.06_12.6583,-0.168_12.6269,-0.2762_12.5919,-0.3844_12.5533,-0.4923_12.5111,-0.6_12.4653,-0.7071_12.4158,-0.8137_12.3626,-0.9196_12.3057,-1.0247_12.245,-1.1289_12.1806,-1.232_12.1123,-1.3341_12.0402,-1.4349_11.9642,-1.5344_11.8843,-1.6325_11.8004,-1.729_11.7125,-1.8239_11.6206,-1.9171_11.5245,-2.0085_11.4243,-2.0978_11.3199,-2.1852_11.2111,-2.2703_11.098,-2.3531_10.9804,-2.4335_10.8583,-2.5114_10.7314,-2.5865_10.5998,-2.6588_10.4632,-2.7281_10.3214,-2.7941_10.1743,-2.8569_10.0216,-2.916_9.863,-2.9713_9.6982,-3.0226_9.5269,-3.0695_9.3485,-3.1118_9.1624,-3.149_8.9679,-3.1806_8.7641,-3.2061_8.5498,-3.2246_8.3232,-3.2354_8.0822,-3.2368_7.8232,-3.2269_7.5411,-3.202_7.2265,-3.1551_6.8599,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0.0175,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.5828_11.9742,2.3269_12.4835,1.8513_12.6113,1.5614_12.6703,1.3435_12.7039,1.1607_12.724,0.9977_12.7354,0.847_12.74,0.7043_12.7392,0.5673_12.7334,0.4346_12.7231,0.305_12.7085,0.1781_12.6897,0.0532_12.667,-0.0698_12.6403,-0.1912_12.6097,-0.311_12.5753,-0.4295_12.537,-0.5466_12.4949,-0.6624_12.449,-0.7769_12.3993,-0.8901_12.3457,-1.0019_12.2883,-1.1123_12.2271,-1.2212_12.162,-1.3287_12.0931,-1.4347_12.0202,-1.539_11.9435,-1.6417_11.8628,-1.7426_11.7781,-1.8417_11.6894,-1.9389_11.5967,-2.0342_11.4998,-2.1273_11.3988,-2.2183_11.2936,-2.307_11.1842,-2.3933_11.0704,-2.4772_10.9521,-2.5584_10.8293,-2.6369_10.7019,-2.7125_10.5698,-2.7852_10.4327,-2.8547_10.2905,-2.9208_10.1431,-2.9835_9.9902,-3.0425_9.8315,-3.0975_9.6668,-3.1484_9.4956,-3.1948_9.3175,-3.2364_9.1319,-3.2728_8.9381,-3.3036_8.7353,-3.3281_8.5222,-3.3457_8.2973,-3.3553_8.0585,-3.3557_7.8026,-3.3448_7.5247,-3.3192_7.2164,-3.2724_6.8606,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0.0349,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.4752_2.3739,5.5029_10.5012,3.5325_11.9341,2.6378_12.3242,2.1124_12.4918,1.7464_12.5814,1.4626_12.6346,1.2264_12.6671,1.0202_12.6862,0.8341_12.6954,0.6622_12.697,0.5008_12.6921,0.3474_12.6815,0.2001_12.6657,0.0579_12.6451,-0.0801_12.62,-0.2146_12.5905,-0.346_12.5568,-0.4747_12.519,-0.6009_12.477,-0.7248_12.4311,-0.8465_12.3811,-0.9662_12.3273,-1.0838_12.2694,-1.1995_12.2077,-1.3132_12.142,-1.425_12.0724,-1.5349_11.9988,-1.6427_11.9213,-1.7486_11.8398,-1.8523_11.7544,-1.954_11.6649,-2.0535_11.5713,-2.1508_11.4737,-2.2457_11.3719,-2.3383_11.266,-2.4284_11.1558,-2.5159_11.0413,-2.6007_10.9223,-2.6828_10.799,-2.762_10.671,-2.8381_10.5383,-2.9111_10.4008,-2.9809_10.2583,-3.0471_10.1106,-3.1097_9.9575,-3.1685_9.7987,-3.2233_9.634,-3.2737_9.463,-3.3196_9.2852,-3.3606_9.1001,-3.3963_8.9071,-3.4263_8.7052,-3.45_8.4934,-3.4666_8.2703,-3.4753_8.0337,-3.4746_7.7808,-3.4628_7.507,-3.4365_7.2048,-3.3899_6.8592,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0.0524,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.6539_3.4124,6.358_9.356,4.4239_11.3164,3.3046_11.9799,2.6064_12.276,2.1182_12.4344,1.7459_12.5283,1.4432_12.5869,1.1856_12.6235,0.9586_12.645,0.7535_12.6553,0.5645_12.6568,0.3879_12.6509,0.2209_12.6386,0.0617_12.6207,-0.091_12.5974,-0.2384_12.5693,-0.3812_12.5364,-0.5199_12.4991,-0.6551_12.4575,-0.7869_12.4116,-0.9158_12.3615,-1.042_12.3073,-1.1654_12.2491,-1.2863_12.1868,-1.4048_12.1205,-1.5209_12.0502,-1.6346_11.976,-1.746_11.8977,-1.8549_11.8155,-1.9616_11.7292,-2.0658_11.6389,-2.1676_11.5446,-2.2668_11.4461,-2.3636_11.3436,-2.4577_11.2369,-2.5492_11.1259,-2.6379_11.0107,-2.7238_10.8911,-2.8067_10.7671,-2.8865_10.6386,-2.9632_10.5054,-3.0366_10.3674,-3.1066_10.2246,-3.1729_10.0766,-3.2355_9.9233,-3.2942_9.7645,-3.3487_9.5998,-3.3988_9.429,-3.4442_9.2516,-3.4846_9.067,-3.5196_8.8747,-3.5488_8.6739,-3.5717_8.4634,-3.5874_8.242,-3.5951_8.0076,-3.5936_7.7577,-3.5808_7.488,-3.554_7.1917,-3.5077_6.8557,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0.0698,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.6456_3.9256,6.7351_8.5791,5.0472_10.7247,3.8492_11.6115,3.0386_12.036,2.4556_12.2687,2.0084_12.4081,1.6469_12.4962,1.3423_12.5528,1.0772_12.5883,0.8406_12.6086,0.6253_12.6175,0.4264_12.617,0.2403_12.6087,0.0646_12.5937,-0.1025_12.5726,-0.2626_12.546,-0.4165_12.5142,-0.5651_12.4776,-0.7091_12.4363,-0.8489_12.3905,-0.9849_12.3403,-1.1174_12.2859,-1.2467_12.2272,-1.3728_12.1645,-1.496_12.0976,-1.6163_12.0267,-1.7339_11.9517,-1.8487_11.8727,-1.9608_11.7897,-2.0703_11.7026,-2.177_11.6115,-2.2811_11.5164,-2.3824_11.4171,-2.481_11.3138,-2.5767_11.2063,-2.6695_11.0947,-2.7594_10.9787,-2.8463_10.8585,-2.9301_10.7339,-3.0106_10.6048,-3.0878_10.4711,-3.1616_10.3327,-3.2318_10.1895,-3.2983_10.0412,-3.3609_9.8878,-3.4194_9.7289,-3.4737_9.5643,-3.5234_9.3937,-3.5684_9.2166,-3.6082_9.0326,-3.6426_8.8411,-3.6711_8.6412,-3.6931_8.4321,-3.708_8.2124,-3.7149_7.9803,-3.7124_7.7333,-3.699_7.4677,-3.6717_7.1771,-3.6255_6.8501,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0.0873,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.5907_4.2447,6.8989_8.0525,5.4694_10.2009,4.2816_11.244,3.4089_11.7837,2.7568_12.09,2.2488_12.277,1.8363_12.3967,1.4895_12.475,1.1893_12.5259,0.9232_12.5573,0.683_12.5743,0.4627_12.5798,0.2582_12.576,0.0665_12.5642,-0.1147_12.5456,-0.2871_12.5207,-0.452_12.4901,-0.6104_12.4543,-0.7631_12.4134,-0.9107_12.3678,-1.0538_12.3176,-1.1926_12.2629,-1.3275_12.2039,-1.4589_12.1407,-1.5867_12.0732,-1.7113_12.0017,-1.8327_11.926,-1.951_11.8462,-2.0662_11.7624,-2.1785_11.6746,-2.2878_11.5827,-2.3941_11.4867,-2.4974_11.3867,-2.5978_11.2826,-2.6951_11.1744,-2.7893_11.0619,-2.8804_10.9453,-2.9683_10.8244,-3.0529_10.6992,-3.1342_10.5695,-3.2119_10.4354,-3.2861_10.2966,-3.3566_10.153,-3.4232_10.0045,-3.4858_9.8509,-3.5442_9.692,-3.5982_9.5274,-3.6476_9.357,-3.6922_9.1803,-3.7315_8.9969,-3.7653_8.8061,-3.7931_8.6073,-3.8144_8.3995,-3.8285_8.1815,-3.8345_7.9517,-3.8313_7.7076,-3.8171_7.4459,-3.7894_7.1608,-3.7435_6.8424,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
